"","Domain","Phylum","Class","Order","Family","Genus","Species"
"OTU228","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","singulisphaera","singulisphaera spp."
"OTU229","bacteria","chloroflexi","thermomicrobia","sphaerobacterales","sphaerobacteraceae","sphaerobacter","sphaerobacter spp."
"OTU230","bacteria","acidobacteria","holophagae","holophagales","holophagaceae","holophaga","holophaga spp."
"OTU231","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","sphingobacterium","sphingobacterium siyangensis"
"OTU232","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","xanthomonadaceae","arenimonas","arenimonas spp."
"OTU233","bacteria","chloroflexi","thermomicrobia","sphaerobacterales","sphaerobacteraceae","sphaerobacter","sphaerobacter spp."
"OTU234","bacteria","firmicutes","bacilli","bacillales","thermoactinomycetaceae","planifilum","planifilum sp."
"OTU235","bacteria","proteobacteria","deltaproteobacteria","desulfobacterales","desulfobulbaceae","desulfotalea","desulfotalea spp."
"OTU236","bacteria","actinobacteria","actinobacteria","actinomycetales","thermomonosporaceae","actinoallomurus","actinoallomurus spp."
"OTU237","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU238","bacteria","acidobacteria","solibacteres","solibacterales","solibacteraceae","candidatus solibacter","uncultured solibacter sp."
"OTU239","bacteria","proteobacteria","alphaproteobacteria","rhodospirillales","rhodospirillales","reyranella","reyranella massiliensis"
"OTU240","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","rhizobiaceae","sinorhizobium","sinorhizobium spp."
"OTU241","bacteria","nitrospirae","nitrospira","nitrospirales","nitrospiraceae","nitrospira","nitrospira spp."
"OTU242","archaea","thaumarchaeota","thaumarchaeota","nitrososphaerales","nitrososphaeraceae","candidatus nitrososphaera","candidatus nitrososphaera"
"OTU243","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU244","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","xanthomonadaceae","dokdonella","dokdonella sp."
"OTU245","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","pedobacter","pedobacter boryungensis"
"OTU246","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU247","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU248","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","hyphomicrobiaceae","rhodoplanes","rhodoplanes spp."
"OTU249","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU250","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus sp."
"OTU251","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","flavisolibacter","flavisolibacter spp."
"OTU252","bacteria","proteobacteria","alphaproteobacteria","rickettsiales","anaplasmataceae","ehrlichia","ehrlichia spp."
"OTU253","bacteria","nitrospirae","nitrospira","nitrospirales","nitrospiraceae","nitrospira","nitrospira spp."
"OTU254","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","sinobacteraceae","steroidobacter","steroidobacter spp."
"OTU255","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","methylobacteriaceae","microvirga","microvirga aerilata"
"OTU256","bacteria","acidobacteria","acidobacteria","acidobacteria","acidobacteria","aridibacter","acidobacteria bacterium"
"OTU257","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","ralstonia","ralstonia spp."
"OTU258","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","sphingobacterium","sphingobacterium spp."
"OTU259","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","rhizobiaceae","sinorhizobium","ensifer meliloti"
"OTU260","bacteria","actinobacteria","actinobacteria","actinomycetales","micromonosporaceae","dactylosporangium","dactylosporangium spp."
"OTU261","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","taibaiella","taibaiella sp."
"OTU262","bacteria","proteobacteria","betaproteobacteria","burkholderiales","comamonadaceae","hydrogenophaga","hydrogenophaga palleronii"
"OTU263","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","rhizobiaceae","sinorhizobium","sinorhizobium spp."
"OTU264","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","verrucomicrobium","verrucomicrobium spp."
"OTU265","bacteria","actinobacteria","actinobacteria","actinomycetales","streptosporangiaceae","streptosporangium","streptosporangium vulgare"
"OTU266","bacteria","actinobacteria","actinobacteria","actinomycetales","frankiaceae","jatrophihabitans","jatrophihabitans endophyticus"
"OTU267","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","singulisphaera","singulisphaera spp."
"OTU268","bacteria","proteobacteria","alphaproteobacteria","rhodobacterales","rhodobacteraceae","paracoccus","paracoccus spp."
"OTU269","bacteria","proteobacteria","alphaproteobacteria","rhodospirillales","rhodospirillaceae","skermanella","skermanella spp."
"OTU270","bacteria","verrucomicrobia","spartobacteria","spartobacteria","spartobacteria","chthoniobacter","chthoniobacter flavus"
"OTU271","bacteria","actinobacteria","actinobacteria","actinomycetales","thermomonosporaceae","actinoallomurus","actinoallomurus spp."
"OTU272","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU273","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","sphingobacterium","sphingobacterium sp."
"OTU274","bacteria","actinobacteria","actinobacteria","actinomycetales","micromonosporaceae","catenuloplanes","catenuloplanes spp."
"OTU275","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","niastella","niastella spp."
"OTU276","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU277","bacteria","actinobacteria","actinobacteria","solirubrobacterales","solirubrobacteraceae","solirubrobacter","solirubrobacter spp."
"OTU278","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","hyphomicrobiaceae","rhodoplanes","rhodoplanes spp."
"OTU279","bacteria","actinobacteria","actinobacteria","actinomycetales","kineosporiaceae","angustibacter","angustibacter luteus"
"OTU280","bacteria","proteobacteria","deltaproteobacteria","myxococcales","polyangiaceae","aetherobacter","aetherobacter rufus"
"OTU281","bacteria","proteobacteria","alphaproteobacteria","rhodospirillales","rhodospirillales","reyranella","reyranella soli"
"OTU282","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","phyllobacteriaceae","mesorhizobium","mesorhizobium spp."
"OTU283","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","pedobacter","pedobacter nyackensis"
"OTU284","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus sp."
"OTU285","bacteria","firmicutes","bacilli","bacillales","alicyclobacillaceae","tumebacillus","tumebacillus spp."
"OTU286","bacteria","actinobacteria","actinobacteria","acidimicrobiales","acidimicrobiaceae","acidimicrobium","acidimicrobium spp."
"OTU287","bacteria","actinobacteria","actinobacteria","actinomycetales","thermomonosporaceae","actinomadura","actinomadura spp."
"OTU288","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","flavisolibacter","flavisolibacter ginsengisoli"
"OTU289","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","phyllobacteriaceae","mesorhizobium","mesorhizobium spp."
"OTU290","bacteria","proteobacteria","gammaproteobacteria","pseudomonadales","pseudomonadaceae","pseudomonas","pseudomonas sp."
"OTU291","bacteria","proteobacteria","deltaproteobacteria","myxococcales","anaeromyxobacteraceae","anaeromyxobacter","anaeromyxobacter spp."
"OTU292","bacteria","actinobacteria","thermoleophilia","thermoleophilales","thermoleophilaceae","thermoleophilum","thermoleophilum spp."
"OTU293","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","mucilaginibacter","mucilaginibacter sp."
"OTU294","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU295","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","pedobacter","pedobacter spp."
"OTU296","bacteria","proteobacteria","betaproteobacteria","betaproteobacteria","betaproteobacteria","candidatus vidania","candidatus vidania fulgoroideae"
"OTU297","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","niastella","niastella spp."
"OTU298","bacteria","chloroflexi","thermomicrobia","thermomicrobiales","thermomicrobiaceae","thermomicrobium","thermomicrobium spp."
"OTU299","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","verrucomicrobium","verrucomicrobium spp."
"OTU300","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobia subdivision 3","pedosphaera","pedosphaera spp."
"OTU301","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU302","bacteria","proteobacteria","betaproteobacteria","nitrosomonadales","nitrosomonadaceae","nitrosospira","nitrosospira spp."
"OTU303","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","sphingomonas","sphingomonas spp."
"OTU304","bacteria","proteobacteria","alphaproteobacteria","rhodospirillales","acetobacteraceae","acidisphaera","acidisphaera spp."
"OTU305","bacteria","actinobacteria","actinobacteria","actinomycetales","sporichthyaceae","sporichthya","sporichthya spp."
"OTU306","bacteria","proteobacteria","alphaproteobacteria","rhodospirillales","acetobacteraceae","gluconobacter","gluconobacter spp."
"OTU307","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","xanthomonadaceae","dokdonella","dokdonella kunshanensis"
"OTU308","bacteria","actinobacteria","actinobacteria","actinomycetales","nocardiaceae","rhodococcus","rhodococcus wratislaviensis"
"OTU309","bacteria","chloroflexi","ktedonobacteria","ktedonobacterales","ktedonobacteraceae","ktedonobacter","ktedonobacter spp."
"OTU310","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","xanthomonadaceae","dokdonella","dokdonella spp."
"OTU311","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","hyphomicrobiaceae","hyphomicrobium","hyphomicrobium sp."
"OTU312","bacteria","actinobacteria","actinobacteria","gaiellales","gaiellaceae","gaiella","gaiella spp."
"OTU313","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU314","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","rhizobiales","nordella","nordella oligomobilis"
"OTU315","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","chitinophaga","chitinophaga sp."
"OTU316","bacteria","firmicutes","bacilli","bacillales","bacillaceae","bacillus","bacillus spp."
"OTU317","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU318","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","xanthomonadaceae","thermomonas","thermomonas spp."
"OTU319","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus chondroitinus"
"OTU320","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU321","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus sp."
"OTU322","bacteria","actinobacteria","thermoleophilia","thermoleophilales","thermoleophilaceae","thermoleophilum","thermoleophilum spp."
"OTU323","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","sphingomonas","sphingomonas spp."
"OTU324","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU325","bacteria","proteobacteria","betaproteobacteria","hydrogenophilales","hydrogenophilaceae","thiobacillus","thiobacillus spp."
"OTU326","bacteria","actinobacteria","actinobacteria","actinomycetales","micromonosporaceae","micromonospora","micromonospora sp."
"OTU327","bacteria","actinobacteria","actinobacteria","actinomycetales","kineosporiaceae","kineosporia","kineosporia spp."
"OTU328","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU329","bacteria","firmicutes","clostridia","clostridiales","clostridiaceae","clostridium","clostridium spp."
"OTU330","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","novosphingobium","novosphingobium spp."
"OTU331","bacteria","proteobacteria","betaproteobacteria","burkholderiales","comamonadaceae","polaromonas","polaromonas spp."
"OTU332","bacteria","actinobacteria","actinobacteria","actinomycetales","micromonosporaceae","micromonospora","dactylosporangium sp."
"OTU333","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","taibaiella","chitinophagaceae bacterium"
"OTU334","bacteria","proteobacteria","gammaproteobacteria","pseudomonadales","pseudomonadaceae","pseudomonas","pseudomonas spp."
"OTU335","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","sediminibacterium","sediminibacterium ginsengisoli"
"OTU336","bacteria","proteobacteria","deltaproteobacteria","syntrophobacterales","syntrophaceae","syntrophus","syntrophus spp."
"OTU337","bacteria","acidobacteria","holophagae","holophagales","holophagaceae","holophaga","holophaga spp."
"OTU338","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","verrucomicrobium","verrucomicrobium spp."
"OTU339","bacteria","proteobacteria","gammaproteobacteria","xanthomonadales","sinobacteraceae","steroidobacter","steroidobacter spp."
"OTU340","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","verrucomicrobium","verrucomicrobium spp."
"OTU341","bacteria","chloroflexi","anaerolineae","anaerolineales","anaerolineaceae","longilinea","longilinea spp."
"OTU342","bacteria","firmicutes","clostridia","clostridiales","clostridiaceae","clostridium","clostridium saccharobutylicum"
"OTU343","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","novosphingobium","novosphingobium spp."
"OTU344","bacteria","actinobacteria","actinobacteria","gaiellales","gaiellaceae","gaiella","gaiella spp."
"OTU345","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus koleovorans"
"OTU346","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","pedobacter","pedobacter sp."
